0,42,4.302909985052773
0,47,4.255865667207018
0,70,4.238726440719441
0,86,4.2590556106269055
0,97,4.207936439848202
0,116,4.197050202422772
0,133,4.276405225880925
0,207,4.233401968007993
0,208,4.212717933022783
0,209,4.028840947623098
0,231,4.128349112447829
0,295,4.257986507382029
0,339,3.9076838941649084
0,372,4.270208484798579
0,482,4.072552289201331
0,553,4.225079719677257
0,573,3.9875542372785104
0,605,3.992733527052903
0,698,4.343970351966135
0,730,4.166376996515834
0,739,3.4587858178976507
0,769,4.217060103450159
0,843,4.303352751694012
0,892,3.9590030906199654
0,893,4.376534382921264
0,943,3.8580155765078783
0,958,4.053240604315487
0,1006,4.144014888753044
0,1021,4.126589184349521
0,1062,3.869333045505373
0,1073,3.9992437074984157
0,1159,3.8313123522896815
0,1252,4.150979197847761
0,1539,4.046796072797204
0,1560,3.585437367921794
0,1659,4.04337702690302
0,2415,3.9143345626402697
0,2477,3.9587237918967073
0,2562,4.267185804888307
0,2776,3.980355224927188
0,2830,3.9506408475447357
0,2934,4.084129260664405
0,3070,3.973711786301587
0,3317,4.241538999122364
0,3394,4.085999898455445
0,3429,4.058500153700885
0,3470,4.268717596598011
0,3606,4.384869964294529
0,3697,3.9329150154404138
0,3706,3.730299434760335
1,56,3.8386943112891316
1,108,3.819085258220679
1,143,3.9470204747625344
1,159,3.8712079351164888
1,209,3.9376687688500236
1,283,3.751751218002575
1,339,3.918523614024058
1,391,4.190882566606197
1,406,3.7373111858393098
1,463,3.894611824433803
1,623,3.744251510220153
1,715,3.9705145192666063
1,1013,4.067290340150075
1,1076,4.224345679086877
1,1089,4.0525710745611105
1,1108,3.3677955231748955
1,1109,3.7495855977005648
1,1159,3.4612880381501268
1,1279,4.140023673327003
1,1335,3.941409161139079
1,1487,3.5368382305280783
1,1523,3.881355208700123
1,1532,3.752782355761121
1,1573,4.090784429485022
1,1586,4.040548700114066
1,1666,3.881130537874859
1,1734,3.7033446777894543
1,1831,3.837257251721523
1,1835,3.83207855272145
1,1895,3.9135843714050864
1,1909,3.6384481606411065
1,1929,3.695567799658576
1,2124,4.000721233339908
1,2272,4.058605716451576
1,2398,4.178205753843455
1,2446,3.6211825992707674
1,2803,3.6392601835504763
1,2820,3.906942767810108
1,3227,3.636639110916365
1,3266,3.9758207907188807
1,3680,3.5689997033448604
2,264,4.170957012270863
2,394,4.213784180032229
2,420,3.9662279743618334
2,464,3.9044345034084613
2,502,3.8696761050392183
2,532,4.239606182715203
2,628,3.9490961451620428
2,674,4.045293376881611
2,936,4.177858284199373
2,1069,3.702436262292891
2,1071,4.16613687296901
2,1296,4.043147110737896
2,1343,4.203166441474679
2,1416,4.27421590595245
2,1636,4.098389356198246
2,1719,4.1431813785328515
2,1773,4.21447343249176
2,1872,3.8098867062408726
2,1913,3.821775443280224
2,2125,3.389291466815361
2,2300,3.9370312636980755
2,2403,4.235601324617703
2,2703,3.997382505677239
2,2860,4.3218632371673005
2,2942,4.172508707545012
2,3066,4.233000266191322
2,3210,3.88755966255923
2,3226,4.039988438802482
2,3257,3.809278842315594
2,3324,4.174857302609006
2,3373,3.0692647443626293
2,3398,3.9017111415238213
2,3400,3.9699129843271597
2,3440,3.6269910884187753
2,3450,3.887751104049545
2,3458,3.798845723447903
2,3563,4.159459415626719
2,3711,4.154203547633543
3,8,4.011335273801012
3,19,4.414902283479748
3,20,4.5838097902030945
3,23,4.3884567978063505
3,42,4.405819300786494
3,44,4.075371228366026
3,64,4.184421813742238
3,92,4.37018227022258
3,105,4.278056799748034
3,107,4.1338707631212905
3,120,4.1057142180474315
3,141,3.9095971005079457
3,167,4.170932002310359
3,173,4.2228327770091925
3,303,4.375279977657075
3,409,4.286413683693335
3,454,3.968706825502108
3,490,3.982862842954651
3,497,3.9462907380107803
3,509,4.014724181632484
3,523,4.252032084593315
3,526,4.134199448221702
3,540,4.367251326542889
3,654,4.234497231506513
3,872,4.055418773727817
3,974,4.466832401171938
3,1551,4.291846807955103
3,2785,4.052326855125158
3,3286,3.6786764793994555
3,3385,4.412937845488971
3,3392,3.8330076739782193
3,3512,4.269477252387751
3,3707,4.379262628579041
4,17,4.283680390044909
4,21,4.501953653288067
4,71,4.099000800845482
4,78,4.1956940048829745
4,85,4.235603651451116
4,130,4.274117500122733
4,154,4.109587948145789
4,168,4.468998214300207
4,174,4.525673806464212
4,219,4.341713913975237
4,384,4.16156334861215
4,401,3.7067443534747144
4,543,3.9980897631221843
4,547,4.5247903003849395
4,583,3.9461542461199715
4,978,4.189402820972386
4,1127,4.539688551761181
4,1511,4.496724315047048
4,1615,3.649268787690922
4,1914,4.096699285110027
4,2051,3.63938227405943
4,2340,4.511898532266704
4,2565,4.049063311604018
4,2804,4.307677517649827
4,3175,4.538316596636699
4,3592,4.2839024827478696
5,16,4.169839366257213
5,42,4.185650428049455
5,54,4.011151201803338
5,110,3.8784117668501037
5,222,3.607247209046701
5,257,3.863915224348527
5,266,3.985121442200964
5,348,4.078964348009462
5,600,4.23267672164129
5,613,4.075278982388719
5,718,3.8164284131298527
5,723,4.054310859162639
5,945,3.781909738456256
5,1043,4.225620481892378
5,1244,4.185124362437785
5,1493,3.6434278997227905
5,1747,3.2686863377523143
5,2089,4.019088089690033
5,2199,4.0510772005593125
5,2414,4.159498436550702
5,2575,3.963100979912969
5,2639,4.238581181709376
5,2844,4.149079539736124
5,3224,3.846369455385674
6,86,4.460877638659099
6,97,4.174105846352613
6,242,4.150642160469053
6,448,4.2095284176719305
6,530,4.408987095758536
6,691,3.8201589858667795
6,884,3.6796223676106794
6,961,4.285201388910936
6,1400,4.216703307861721
6,1471,4.140480331265164
6,1667,4.391201421395724
6,2059,4.054463395127676
6,2071,4.057260787220586
6,2095,3.9118890424202273
6,2296,4.069127775185876
6,2341,3.8336219535528993
6,2381,3.276671487243296
